comuna,comuna_1,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
6,,23223.0,1481322447,145955.0,12723.2745687,6958.5870722,1857.12849476,716.48668571,967.52298389,106.927520094,88.2193778297,143263881,11632.04101443,2351.5533528,9.671350173815894,0.460438014442578,60.4428610391559,7969.607765701759,1611.149568565654
4,,11222.0,2781717665,52446.0,6638.8046136,3041.9666473,801.89295181,310.07075069,429.26501645,47.199494963,26.47747268694,247142223,3800.0052575,773.86181813,8.884518603947297,0.420597887747282,50.48520895195058,7245.557826144986,1475.5402092247264
5,,14702.0,1938502800,108834.0,7836.7738054,4613.6030437,1199.01279716,456.41001334,596.2004626,67.016693947,77.0332483041,191039150,9107.4790771,1809.12664177,9.854984490760325,0.45583385897837,70.78049902061855,8368.229668210302,1662.2807594777369
7,,12945.0,1437644456,68039.0,7797.6452309,3407.4407835,902.76439582,350.19102953,486.95842981,52.128659408,30.49819917734,120713033,4692.37213198,954.09527391,8.396584582516873,0.402693390560062,44.82458469016299,6896.59185464219,1402.2770380370082
8,,18260.0,2661259503,94730.0,10504.3215936,5143.3834825,1368.15472533,528.29960339,715.8406452,79.620285749,50.74987500894,236334045,7060.64519693,1425.82895846,8.88053364034081,0.436036614178532,53.573181683669375,7453.441567539322,1505.1503836799322
9,,11397.0,1525212474,35186.0,6857.5300874,2976.8765158,804.75139902,314.9782782,442.86368853,48.843343635,17.36688842406,137902788,2606.57573368,535.04982884,9.041546004788989,0.428563162542774,49.35738198164043,7407.991058034447,1520.632719945433
21,,22875.0,778100948,125655.0,13619.8347643,6203.5144324,1608.45118819,614.80491918,828.39469905,85.999736849,51.2258441376,62980288,8225.38647709,1658.76485696,8.094102483068024,0.37595513376612,40.76705593697027,6546.0080992320245,1320.0945899168357
13,,24971.0,1544601519,137416.0,14939.6535045,6693.4023355,1748.53078283,672.25448104,917.15893057,96.577157203,59.2452478187,139593747,9303.19130976,1887.84278341,9.037524879794894,0.386757267242001,43.11379156626594,6770.093227688189,1373.815846342493
12,,10008.0,876211224,66262.0,5986.228195,2671.5738852,702.9889471,272.11218806,375.0968769,40.715617789,30.92666062257,75558693,4577.04328007,929.57054787,8.62334226182707,0.406830713319345,46.67329785181552,6907.4934050737975,1402.8712502942863
14,,26271.0,1183724308,147875.0,16402.1240186,6475.5685359,1746.2320737,683.24456286,963.83118832,100.031708706,57.08336310083,98844432,9798.31473907,2008.78403314,8.350291632621202,0.380768561173918,38.60244334798309,6626.079282549451,1358.4338347523246
11,,14355.0,1485929811,98826.0,8311.4712701,4003.1276479,1063.91081173,411.7968818,564.69339972,62.334754805,50.45847927637,129409322,7161.36242042,1452.23615243,8.708979438855668,0.434237233054685,51.05789901075628,7246.435574059458,1469.487940855645
10,,15435.0,2104735955,98743.0,8974.3710516,4363.8428666,1114.95648506,422.48499306,559.34446719,60.744077688,51.05452569757,187131803,6985.19722929,1390.440938927,8.890987144431607,0.393547636462585,51.70445064214172,7074.1189039121755,1408.1412747506151
20,,8809.0,460253731,55925.0,5813.4465106,1947.84938483,528.65529982,210.477788881,308.571023642,31.6646655083,17.64568068113,34586405,3272.59499072,675.969393784,7.51463864679327,0.359458116793053,31.552401754367455,5851.756800572195,1208.707007213232
16,,13943.0,1230954787,93741.0,8071.4714641,3964.7613207,1011.00683031,383.62288757,512.13746011,54.623316755,44.59821291594,106429360,6445.86173537,1297.313521417,8.646081980333424,0.391761577529943,47.57599440579896,6876.2459706745185,1383.933947170395
15,,27726.0,1187313488,121236.0,17161.6735871,7092.8514791,1822.90317998,698.07125391,950.50047627,97.484082661,44.7536761662,94828488,7554.01131948,1527.45378878,7.986811295597107,0.351598076393998,36.914510678511334,6230.831864693655,1259.9011752119832
17,,16680.0,7917764287,159909.0,9734.1440954,4877.49782079,1145.40696145,415.31004504,507.64102694,53.85909664,73.38399580712,649188756,9864.70354759,1893.538248607,8.199142234593054,0.322896262829736,45.891097941404176,6168.9483065931245,1184.1348820935657
18,,14744.0,1762480248,108465.0,9095.288056,3765.9473141,978.76830282,378.31972724999997,525.6765244000001,55.022102523,46.14701953756,138019388,6961.88802822,1395.58486597,7.830974997596159,0.373183006802767,42.545539609606784,6418.557164264969,1286.6683870096344
22,,6109.0,3470137568,23621.0,3901.7651147,1606.78840186,337.52466629,118.764265604,144.157537385,16.3057878958,8.44282096469,218161774,1065.79746068,208.658817124,6.286833591412709,0.266914190469799,35.7428600173151,4512.075952245883,883.361488184243
2,,19133.0,8582687257,109999.0,11809.1510023,5113.00811098,1203.91457895,443.011189807,563.915135873,61.2502627965,45.46453750906,625268534,6186.89451823,1224.226699713,7.285230314668119,0.320128901878953,41.33177347890435,5624.500693851763,1112.943481043464
1,,7847.0,673344396,57956.0,4955.9629762,1948.31310715,493.67790394,189.02423311,260.021735466,27.7601547808,21.86641266289,44557659,3256.79639798,658.838473194,6.617365415553834,0.35376774284185,37.72933374092415,5619.429218683139,1136.7907950755746
3,,9548.0,3765203981,31627.0,5633.7317739,2568.32880124,696.83882339,272.18180979,376.91874576,42.054073011,17.2179510721,340840001,2429.30432407,499.560886982,9.052364843428224,0.440449026089233,54.44067117368072,7681.1089387864795,1579.5392765105764
19,,18507.0,9611570190,102670.0,10476.3258988,5526.19643117,1357.80222919,504.814406601,641.861101601,71.0620604629,53.45928936089,826613002,6783.36183445,1328.179855234,8.600186912711061,0.383973958301724,52.06904583704101,6606.956106408883,1293.6396758877959
